Begin Time (s),End Time (s),Sound_Type,Filename
172.47916666666666,172.60416666666666,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
172.60416666666666,173.19583333333333,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
173.19583333333333,173.32083333333333,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
232.12916666666666,232.87083333333334,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
232.62916666666666,232.87083333333334,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
233.53333333333333,233.84583333333333,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
236.85,236.99583333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
236.99583333333334,237.1,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
237.1,237.16666666666666,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
237.16666666666666,237.89583333333334,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
237.89583333333334,238.125,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
238.125,238.7625,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
239.77083333333334,239.87083333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
239.87083333333334,239.97916666666666,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
239.97916666666666,240.09583333333333,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
240.09583333333333,240.44583333333333,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
240.44583333333333,240.6375,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
240.6375,240.7875,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
240.7875,240.9375,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
240.9375,241.20833333333334,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
241.20833333333334,241.4125,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
241.4125,241.53333333333333,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
241.53333333333333,241.74583333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
241.74583333333334,241.9375,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
242.9625,243.09583333333333,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
243.09583333333333,243.2,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
243.2,243.45833333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
243.45833333333334,243.71666666666667,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
243.72083333333333,244.15,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
244.15,244.74583333333334,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
244.74583333333334,244.85416666666666,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
244.85416666666666,244.9625,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
245.42083333333332,245.83333333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
245.83333333333334,246.50833333333333,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
246.50833333333333,246.77916666666667,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
246.77916666666667,247.52916666666667,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
251.83333333333334,252.5125,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
252.5125,252.86249999999998,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
252.86249999999998,253.5,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
267.5,267.62916666666666,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
267.62916666666666,267.75,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
267.75,267.9,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
267.9,268.3208333333333,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
269.1625,269.3125,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
269.3125,269.48333333333335,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
269.48333333333335,269.68333333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
269.68333333333334,269.8,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
269.8,270.075,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
270.325,270.70416666666665,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
270.70416666666665,270.8625,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
270.875,271.0416666666667,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
307.5,307.6375,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
307.6375,307.80833333333334,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
307.80833333333334,308.01666666666665,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
308.01666666666665,308.3625,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
308.3625,308.55833333333334,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
308.55833333333334,308.7083333333333,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
308.7083333333333,309.0083333333333,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
309.0083333333333,309.1583333333333,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
310.725,310.87083333333334,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
310.87083333333334,311.10833333333335,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
311.10833333333335,311.3875,B,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
311.3875,311.6041666666667,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
311.6041666666667,311.7625,A,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
311.7625,312.04583333333335,BACKGROUND,/home/tc229954/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
213.4375,213.54999999999998,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
213.54999999999998,213.9625,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
213.96666666666667,214.125,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
214.12083333333334,214.54999999999998,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
214.54999999999998,214.8125,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
214.8125,215.1,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
215.1,215.35,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
215.35,215.5875,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
215.5875,215.88333333333333,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.12916666666666,216.34583333333333,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.34583333333333,216.67916666666667,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.67916666666667,216.91666666666666,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.9125,217.2,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.2,217.4625,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.4625,217.70416666666665,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.70416666666665,217.975,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.975,218.20833333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
218.21666666666667,218.49583333333334,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
218.74583333333334,219.04999999999998,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.04999999999998,219.29583333333332,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.29583333333332,219.57083333333333,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.56666666666666,219.86666666666667,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.87083333333334,220.17083333333332,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
220.17083333333332,220.475,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
220.475,220.76666666666665,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
220.76666666666665,221.08333333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
221.40833333333333,221.70833333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
221.71666666666667,222.02916666666667,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
222.05833333333334,222.37083333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
222.36249999999998,222.70833333333334,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
222.70833333333334,223.04166666666666,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
223.04166666666666,223.4375,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
223.4375,223.74166666666667,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
223.74166666666667,223.95416666666665,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
